Title,References,Included,Choper (2011)+S - DeBruyne,Farber (2013)+S - DeBruyne,Barnett (2013)+S - DeBruyne,Stone (2013)+S - DeBruyne,Sullivan (2013)+S - Eichenberger,Varat (2013?)+S - Eichenberger,Chemerinsky (2013)+S -Taylor,Rotunda (2012?)+S -Taylor,Funk -Taylor,Maggs-Taylor,Paulson (2013)+S - DeBruyne,Shanor (2009)+S - DeBruyne,Young-Eichenberger,Massey (2012)+S - DeBruyne,Weaver (2013)+S - DeBruyne,Brettschneider-Eichenberger,Epstein-Walker (Vol 1) (2013)+S - Eichenberger,Epstein-Walker (Vol 2) (2013)+S - Eichenberger,Fisher (Vol 1) 10e (2013) - Taylor,Fisher (Vol 2) 10e (2013) - Taylor,Murphy et al. (2013) - DeBruyne,Gillman et al. Vol 1 (2012) - DeBruyne,Gillman et al. Vol 2 (2012) - DeBruyne,Citation,ID,Date,Category,Issue,Legal Provision
"M.L.B. v. S.L.J.",4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"519 U.S. 102","1996-010","1996-12-16","Civil Rights","indigents: costs or filing fees","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Madsen v. Women's Health Center, Inc.",4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"512 U.S. 753","1993-091","1994-06-30","Privacy","abortion: including contraceptives","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Mapp v. Ohio",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,"367 U.S. 643","1960-133","1961-06-19","Criminal Procedure","search and seizure (other than as pertains to vehicles or Crime Control Act)","Constitutional Amendment: Fourth Amendment"
"McCleskey v. Kemp",4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"481 U.S. 279","1986-080","1987-04-22","Criminal Procedure","cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Minnesota v. Clover Leaf Creamery Co.",4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"449 U.S. 456","1980-030","1981-01-21","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Miranda v. Arizona",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,"384 U.S. 436","1965-122","1966-06-13","Criminal Procedure","Miranda warnings","Constitutional Amendment: Fifth Amendment (self-incrimination)"
"Mistretta v. United States ",4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"488 U.S. 361","1988-023","1989-01-18","Miscellaneous","miscellaneous","Infrequently litigated statutes: Infrequently litigated statutes (18 U.S.C. § 3551)"
"Mobile v. Bolden",4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"446 U.S. 55","1979-073","1980-04-22","Civil Rights","voting","Constitutional Amendment: Fifteenth Amendment (other provisions)"
"Mueller v. Allen",4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"463 U.S. 388","1982-146","1983-06-29","First Amendment","parochiaid: government aid to religious schools, or religious requirements in public schools","Constitutional Amendment: First Amendment (establishment of religion)"
"Muller v. Oregon",4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"208 U.S. 412","1907-083","1908-02-24","Civil Rights","sex discrimination in employment (cf. sex discrimination)","Constitutional Amendment: Fourteenth Amendment (due process and equal protection)"
"Munn v. Illinois",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,"94 U.S. 113","1876-120","1877-03-01","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"NAACP v. Button",4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"371 U.S. 415","1962-032","1963-01-14","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"NAACP v. Claiborne Hardware Co.",4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"458 U.S. 886","1981-175","1982-07-02","First Amendment","protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"National Endowment for the Arts v. Finley",4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"524 U.S. 569","1997-097","1998-06-25","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"New York City Transit Auth. v. Beazer",4,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"440 U.S. 568","1978-062","1979-03-21","Civil Rights","employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.","Federal Statute: Civil Rights Act of 1964 (Title VII)"
"Nollan v. California Coastal Commission",4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"483 U.S. 825","1986-163","1987-06-26","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause)"
"Police Dept. of Chicago v. Mosley",4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"408 U.S. 92","1971-161","1972-06-26","First Amendment","protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Prigg v. Pennsylvania",4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"41 U.S. 539","1842-021","1842-03-01","Civil Rights","slavery or indenture","Infrequently litigated statutes: Infrequently litigated statutes (Fugitive Slave Law)"
"Raines v. Byrd",4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"521 U.S. 811","1996-093","1997-06-26","Judicial Power","standing to sue: personal injury","Constitution: Article III, Section 2, Paragraph 1 (case or controversy requirement)"
"Seminole Tribe of Fla. v. Florida",4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"517 U.S. 44","1995-037","1996-03-27","Federalism","national supremacy: miscellaneous","Constitutional Amendment: Eleventh Amendment"
"South Carolina State Highway Department v. Barnwell Bros.",4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"303 U.S. 177","1937-126","1938-02-14","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","State or local law or regulation: State or Local Law Regulation"
"Summers v. Earth Island Institute",4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"555 U.S. 488","2008-027","2009-03-03","Judicial Power","standing to sue: live dispute","Constitution: Article III, Section 2, Paragraph 1 (case or controversy requirement) (NA)"
"Tahoe-Sierra Preservation Council, Inc. v. Tahoe Regional Planning Agency",4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"535 U.S. 302","2001-040","2002-04-23","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause)"
"Turner Broad. Sys., Inc. v. FCC (Turner I)",4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"512 U.S. 622","1993-089","1994-06-27","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Infrequently litigated statutes: Infrequently litigated statutes (47 U.S.C. § 534)"
"United States R.R. Retirement Bd. v. Fritz",4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"449 U.S. 166","1980-013","1980-12-09","Civil Rights","poverty law, constitutional","Constitutional Amendment: Fifth Amendment (equal protection)"
"United States Trust Co. v. New Jersey",4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"431 U.S. 1","1976-094","1977-04-27","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 10, Paragraph 1 (contract clause)"
"Ward v. Rock Against Racism",4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"491 U.S. 781","1988-135","1989-06-22","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Whitman v. American Trucking Ass'ns",4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"531 U.S. 457","2000-025","2001-02-27","Economic Activity","natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)","Federal Statute: Clean Air, plus amendments"
"Willson v. Black Bird Creek Marsh Co.",4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,"27 U.S. 245","1829-041","1829-03-20","Federalism","national supremacy: natural resources (cf. natural resources - environmental protection)","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"Wisconsin v. Mitchell",4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"508 U.S. 476","1992-091","1993-06-11","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Woods v. Cloyd W. Miller Co.",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"333 U.S. 138","1947-040","1948-02-16","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (equal protection)"
"Young v. American Mini Theaters, Inc. ",4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"427 U.S. 50","1975-146","1976-06-24","First Amendment","obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"A.L.A. Schechter Poultry Corp. v. United States ",3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"295 U.S. 495","1934-052","1935-05-27","Economic Activity","federal or state consumer protection: typically under the Truth in Lending; Food, Drug and Cosmetic; and Consumer Protection Credit Acts","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"Adamson v. California ",3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"332 U.S. 46","1946-126","1947-06-23","Criminal Procedure","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","Constitutional Amendment: Fifth Amendment (self-incrimination)"
"Ambach v. Norwick",3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"441 U.S. 68","1978-072","1979-04-17","Civil Rights","employability of aliens (cf. immigration and naturalization)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Arlington Heights, Village of v. Metropolitan Housing Development Corp",3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"429 U.S. 252","1976-028","1977-01-11","Civil Rights","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Baldwin v. Fish & Game Com'n of Montana",3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"436 U.S. 371","1977-090","1978-05-23","Civil Rights","residency requirements: durational, plus discrimination against nonresidents","Constitution: Article IV, Section 2, Paragraph 1 (privileges and immunities clause)"
"Barenbaldt v. United States",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"360 U.S. 109","1958-102","1959-06-08","First Amendment","legislative investigations: concerning internal security only","Constitutional Amendment: Fifth Amendment (due process)"
"Bethel School District No. 403 v. Fraser ",3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"478 U.S. 675","1985-160","1986-07-07","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"BMW of N. Am., Inc. v. Gore",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"517 U.S. 559","1995-052","1996-05-20","Economic Activity","liability, punitive damages","Constitutional Amendment: Fourteenth Amendment (due process)"
"Board of Airport Commissioners v. Jews for Jesus, Inc.",3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"482 U.S. 569","1986-129","1987-06-15","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Board of Regents of the Univ. of Wis. Sys. v. Southworth",3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"529 U.S. 217","1999-041","2000-03-22","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Braunfeld v. Brown",3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"366 U.S. 599","1960-105","1961-05-29","First Amendment","free exercise of religion","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Burwell v. Hobby Lobby Stores, Inc.",3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"573 U.S. 682","2013-070","2014-06-30","First Amendment","free exercise of religion","Federal Statute: Religious Freedom Restoration (NA)"
"C & A Carbone, Inc. v. Clarkstown",3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"511 U.S. 383","1993-048","1994-05-16","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"California Democratic Party v. Jones",3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"530 U.S. 567","1999-083","2000-06-26","Civil Rights","ballot access (of candidates and political parties)","Constitutional Amendment: First Amendment (association)"
"Cantwell v. Connecticut",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"310 U.S. 296","1939-124","1940-05-20","First Amendment","free exercise of religion","No Legal Provision: No Legal Provision"
"Capitol Square Review and Advisory Board v. Pinette",3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"515 U.S. 753","1994-090","1995-06-29","First Amendment","establishment of religion (other than as pertains to parochiaid:)","Constitutional Amendment: First Amendment (establishment of religion)"
"Clark v. Community for Creative Non-Violence ",3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"468 U.S. 288","1983-152","1984-06-29","First Amendment","protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Cohen v. Cowles Media Co.",3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"501 U.S. 663","1990-120","1991-06-24","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Complete Auto Transit, Inc. v. Brady",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"430 U.S. 274","1976-064","1977-03-07","Economic Activity","state or local government tax","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"Corporation of the Presiding Bishop v. Amos",3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"483 U.S. 327","1986-149","1987-06-24","First Amendment","establishment of religion (other than as pertains to parochiaid:)","Constitutional Amendment: First Amendment (establishment of religion)"
"Cox Broad. Corp. v. Cohn",3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"420 U.S. 469","1974-059","1975-03-03","First Amendment","libel, privacy: true and false light invasions of privacy","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Cutter v. Wilkinson",3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"544 U.S. 709","2004-052","2005-05-31","First Amendment","establishment of religion (other than as pertains to parochiaid:)","Infrequently litigated statutes: Infrequently litigated statutes (42 U.S.C. § 2000)"
"Debs v. United States",3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"249 U.S. 211","1918-162","1919-03-10","First Amendment","federal or state internal security legislation: Smith, Internal Security, and related federal statutes","Federal Statute: Smith, Subversive Activities Control, Communist Control, or other similar federal legislation (also see 346)"
"Eisenstadt v. Baird",3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"405 U.S. 438","1971-079","1972-03-22","Privacy","abortion: including contraceptives","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Employment Division v. Smith",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"494 U.S. 872","1989-061","1990-04-17","First Amendment","free exercise of religion","Constitutional Amendment: First Amendment (free exercise of religion)"
"Erznoznik v. Jacksonville",3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"422 U.S. 205","1974-129","1975-06-23","First Amendment","obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"FCC v. Pacifica Foundation",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"438 U.S. 726","1977-157","1978-07-03","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Federal Communications Commission v. Beach Communications",3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"508 U.S. 307","1992-082","1993-06-01","Economic Activity","federal and some few state regulation of public utilities regulation: cable television (cf. radio and television)","Federal Statute: Communication Act of 1934, as amended"
"Friends of Earth, Inc. v. Laidlaw Environmental Services (TOC), Inc.,",3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"528 U.S. 167","1999-001","2000-01-12","Judicial Power","standing to sue: personal injury","Federal Statute: Federal Water Pollution Control (Clean Water), plus amendments"
"Frothingham v. Mellon",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"262 U.S. 447","1922-210","1923-06-04","Judicial Power","standing to sue: parens patriae standing","Constitution: Article III, Section 2 (extent of judicial power)"
"Gade v. National Solid Wastes Management Association",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"505 U.S. 88","1991-097","1992-06-18","Economic Activity","natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)","Federal Statute: Occupational Safety and Health"
"Gideon v. Wainwright",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"372 U.S. 335","1962-058","1963-03-18","Criminal Procedure","right to counsel (cf. indigents appointment of counsel or inadequate representation)","Constitutional Amendment: Sixth Amendment (right to counsel)"
"Good News Club v. Milford Central School",3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"533 U.S. 98","2000-071","2001-06-11","First Amendment","establishment of religion (other than as pertains to parochiaid:)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Gooding v. Wilson",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"405 U.S. 518","1971-082","1972-03-23","First Amendment","protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees","Constitutional Amendment: First Amendment (speech, press, and assembly)"
