term,docket,usCite,caseTitle,dateArgument,dateRearg,audioExists,advocatesPetitioner,advocatesRespondent,advocatesOther,dateDecision,caseLink
1991,"90-1279","503 U.S. 115","Collins v. City of Harker Heights","1991-11-05","",true,"sanford_rosen","lucas_powe","","1992-02-26","https://www.oyez.org/cases/1991/90-1279"
1991,"90-1150","503 U.S. 131","Willy v. Coastal Corporation","1991-12-03","",true,"michael_maness","michael_beatty","","1992-03-03","https://www.oyez.org/cases/1991/90-1150"
1991,"90-6861","503 U.S. 140","McCarthy v. Madigan","1991-12-09","",true,"paul_smith","maureen_mahoney","","1992-03-04","https://www.oyez.org/cases/1991/90-6861"
1991,"90-6704","503 U.S. 159","Dawson v. Delaware","1991-11-12","",true,"bernard_odonnell","richard_fairbanks","","1992-03-09","https://www.oyez.org/cases/1991/90-6704"
1991,"90-1390","503 U.S. 181","General Motors Corporation v. Romein","1991-12-10","",true,"kenneth_geller","theodore_sachs","","1992-03-09","https://www.oyez.org/cases/1991/90-1390"
1991,"90-6297","503 U.S. 193","Williams v. United States","1991-11-06","",true,"kenneth_hanson","amy_wax","","1992-03-09","https://www.oyez.org/cases/1991/90-6297"
1991,"90-6616","503 U.S. 222","Stringer v. Black","1991-12-09","",true,"kenneth_rose","marvin_white","","1992-03-09","https://www.oyez.org/cases/1991/90-6616"
1991,"90-1791","503 U.S. 249","Connecticut National Bank v. Germain","1992-01-21","",true,"janet_hall","thomas_germain","","1992-03-09","https://www.oyez.org/cases/1991/90-1791"
1991,"91-122","503 U.S. 257","PFZ Properties, Inc. v. Rodriguez","1992-02-26","",true,"thomas_richichi","vanessa_ramirez","","1992-03-09","https://www.oyez.org/cases/1991/91-122"
1991,"90-727","503 U.S. 258","Holmes v. Securities Investor Protection Corporation","1991-11-13","",true,"jack_samet","robert_blakey","","1992-03-24","https://www.oyez.org/cases/1991/90-727"
1991,"90-1577","503 U.S. 291","United States v. R. L. C.","1991-12-10","",true,"paul_larkin","katherian_roe","","1992-03-24","https://www.oyez.org/cases/1991/90-1577"
1991,"90-1802","503 U.S. 318","Nationwide Mutual Insurance Company v. Darden","1992-01-21","",true,"christopher_wright,george_ragsdale","marion_follin","","1992-03-24","https://www.oyez.org/cases/1991/90-1802"
1991,"90-1745","503 U.S. 329","United States v. Wilson","1992-01-15","",true,"amy_wax","henry_martin","william_barr","1992-03-24","https://www.oyez.org/cases/1991/90-1745"
1991,"90-1488","503 U.S. 347","Suter v. Artist M.","1991-12-02","",true,"christina_tchen","michael_dsida","","1992-03-25","https://www.oyez.org/cases/1991/90-1488"
1991,"90-1599","503 U.S. 378","United States v. Felix","1992-01-14","",true,"william_bryson","scott_anderson","","1992-03-25","https://www.oyez.org/cases/1991/90-1599"
1991,"91-159","503 U.S. 393","Barnhill v. Johnson","1992-01-14","",true,"william_arland","nancy_cusack","","1992-03-25","https://www.oyez.org/cases/1991/91-159"
1991,"90-1419","503 U.S. 407","National Railroad Passenger Corporation v. Boston & Maine Corporation","1992-01-13","",true,"john_roberts","irwin_goldbloom","","1992-03-25","https://www.oyez.org/cases/1991/90-1419"
1991,"90-1596","503 U.S. 429","Robertson v. Seattle Audubon Society","1991-12-02","",true,"kenneth_starr","todd_true","","1992-03-25","https://www.oyez.org/cases/1991/90-1596"
1991,"91-860","503 U.S. 442","United States Department of Commerce v. Montana","1992-03-04","",true,"kenneth_starr","marc_racicot","","1992-03-31","https://www.oyez.org/cases/1991/91-860"
1991,"89-1290","503 U.S. 467","Freeman v. Pitts","1991-10-07","",true,"kenneth_starr,rex_lee","christopher_hansen","","1992-03-31","https://www.oyez.org/cases/1991/89-1290"
1991,"90-1947","503 U.S. 519","Yee v. City of Escondido","1992-01-22","",true,"robert_jagiello","carter_phillips","","1992-04-01","https://www.oyez.org/cases/1991/90-1947"
1991,"90-1124","503 U.S. 540","Jacobson v. United States","1991-11-06","",true,"george_moyer","paul_larkin","","1992-04-06","https://www.oyez.org/cases/1991/90-1124"
1991,"91-6751","503 U.S. 562","Trevino v. Texas","","",false,"","","","1992-04-06","https://www.oyez.org/cases/1991/91-6751"
1991,"118 Orig.","503 U.S. 569","United States v. Alaska","1992-02-24","",true,"","","jeffrey_minear,john_gissberg","1992-04-21","https://www.oyez.org/cases/1991/118_orig"
1991,"91-611","503 U.S. 594","Barker v. Kansas","1992-03-03","",true,"john_manning,kevin_fowler","james_bartle","","1992-04-21","https://www.oyez.org/cases/1991/91-611"
1991,"90-1341","503 U.S. 607","United States Department of Energy v. Ohio","1991-12-03","",true,"jack_kley,james_feldman","","","1992-04-21","https://www.oyez.org/cases/1991/90-1341"
1991,"91-571","503 U.S. 638","Taylor v. Freeland & Kranz","1992-03-02","",true,"timothy_dyk","phillip_simon","","1992-04-21","https://www.oyez.org/cases/1991/91-571"
1991,"A-767","503 U.S. 653","Gomez v. United States District Court for the Northern District of California","","",false,"","","","1992-04-21","https://www.oyez.org/cases/1991/-767"
1991,"90-1859","504 U.S. 1","Keeney v. Tamayo-Reyes","1992-01-15","",true,"jack_landau","steven_wax","","1992-05-04","https://www.oyez.org/cases/1991/90-1859"
1991,"90-1846","504 U.S. 25","Denton v. Hernandez","1992-02-24","",true,"james_ching","richard_nichols","","1992-05-04","https://www.oyez.org/cases/1991/90-1846"
1991,"90-1972","504 U.S. 36","United States v. Williams","1992-01-22","",true,"kenneth_starr","james_lang","","1992-05-04","https://www.oyez.org/cases/1991/90-1972"
1991,"90-5844","504 U.S. 71","Foucha v. Louisiana","1991-11-04","",true,"james_manasseh","pamela_moran","","1992-05-18","https://www.oyez.org/cases/1991/90-5844"
1991,"90-8466","504 U.S. 127","Riggins v. Nevada","1992-01-15","",true,"mace_yampolsky","james_tufteland","","1992-05-18","https://www.oyez.org/cases/1991/90-8466"
1991,"91-126","504 U.S. 158","Wyatt v. Cole","1992-01-14","",true,"jim_waide","joseph_mcnamara","","1992-05-18","https://www.oyez.org/cases/1991/91-126"
1991,"91-5771","504 U.S. 181","Wade v. United States","1992-03-23","",true,"matthew_martin","robert_long","","1992-05-18","https://www.oyez.org/cases/1991/91-5771"
1991,"90-1056","504 U.S. 191","Burson v. Freeman","1991-10-08","",true,"charles_burson","john_herbison","","1992-05-26","https://www.oyez.org/cases/1991/90-1056"
1991,"91-42","504 U.S. 229","United States v. Burke","1992-01-21","",true,"jeffrey_minear","joseph_finley","","1992-05-26","https://www.oyez.org/cases/1991/91-42"
1991,"90-6105","504 U.S. 255","Evans v. United States","1991-12-09","",true,"michael_abbott","william_bryson","","1992-05-26","https://www.oyez.org/cases/1991/90-6105"
1991,"91-194","504 U.S. 298","Quill Corporation v. North Dakota","1992-01-22","",true,"john_gaggini","nicholas_spaeth","","1992-05-26","https://www.oyez.org/cases/1991/91-194"
1991,"91-471","504 U.S. 334","Chemical Waste Management, Inc. v. Hunt","1992-04-21","",true,"andrew_pincus,edwin_kneedler","bert_nettles","","1992-06-01","https://www.oyez.org/cases/1991/91-471"
1991,"91-636","504 U.S. 353","Fort Gratiot Sanitary Landfill, Inc. v. Michigan Department of Nat. Resources","1992-03-30","",true,"harold_finn","thomas_casey","","1992-06-01","https://www.oyez.org/cases/1991/91-636"
1991,"90-1604","504 U.S. 374","Morales v. Trans World Airlines, Inc.","1992-03-03","",true,"stephen_gardner","keith_jones,stephen_nightingale","","1992-06-01","https://www.oyez.org/cases/1991/90-1604"
1991,"91-535","504 U.S. 428","Burdick v. Takushi","1992-03-24","",true,"arthur_eisenberg","steven_michaels","","1992-06-08","https://www.oyez.org/cases/1991/91-535"
1991,"90-1029","504 U.S. 451","Eastman Kodak Company v. Image Technical Services., Inc.","1991-12-10","",true,"donn_pickett,james_rill","james_hennefer","","1992-06-08","https://www.oyez.org/cases/1991/90-1029"
1991,"91-164","504 U.S. 505","United States v. Thompson/Center Arms Company","1992-01-13","",true,"james_feldman","stephen_halbrook","","1992-06-08","https://www.oyez.org/cases/1991/91-164"
1991,"91-5843","504 U.S. 527","Sochor v. Florida","1992-03-02","",true,"gary_caldwell","carolyn_snurkowski","","1992-06-08","https://www.oyez.org/cases/1991/91-5843"
1991,"90-1424","504 U.S. 555","Lujan v. Defenders of Wildlife","1991-12-03","",true,"edwin_kneedler","brian_oneill","","1992-06-12","https://www.oyez.org/cases/1991/90-1424"
1991,"91-763","504 U.S. 607","Republic of Argentina v. Weltover, Inc.","1992-04-01","",true,"richard_davis","jeffrey_minear,richard_cutler","","1992-06-12","https://www.oyez.org/cases/1991/91-763"
1991,"91-72","504 U.S. 621","Federal Trade Commission v. Ticor Title Insurance Company","1992-01-13","",true,"lawrence_wallace","john_christie","","1992-06-12","https://www.oyez.org/cases/1991/91-72"
1991,"91-779","504 U.S. 648","Burlington Northern Railroad Company v. Ford","1992-04-20","",true,"betty_christian","joel_klein","","1992-06-12","https://www.oyez.org/cases/1991/91-779"
1991,"91-712","504 U.S. 655","United States v. Alvarez-Machain","1992-04-01","",true,"kenneth_starr","paul_hoffman","","1992-06-15","https://www.oyez.org/cases/1991/91-712"
1991,"91-367","504 U.S. 689","Ankenbrandt v. Richards","1992-03-31","",true,"richard_ducote","paul_weidenfeld","","1992-06-15","https://www.oyez.org/cases/1991/91-367"
1991,"91-5118","504 U.S. 719","Morgan v. Illinois","1992-01-21","",true,"allen_andrews","kenneth_gillis","","1992-06-15","https://www.oyez.org/cases/1991/91-5118"
1991,"91-913","504 U.S. 753","Patterson v. Shumate","1992-04-20","",true,"steven_agee","christopher_wright,kevin_huennekens","","1992-06-15","https://www.oyez.org/cases/1991/91-913"
1991,"91-615","504 U.S. 768","Allied-Signal, Inc. v. Director, Division of Taxation","1992-03-04","1992-04-22",true,"walter_hellerstein","mary_hamill","","1992-06-15","https://www.oyez.org/cases/1991/91-615"
1991,"90-1912","505 U.S. 1","Nordlinger v. Hahn","1992-02-25","",true,"carlyle_hall","rex_lee","","1992-06-18","https://www.oyez.org/cases/1991/90-1912"
1991,"91-372","505 U.S. 42","Georgia v. McCollum","1992-02-26","",true,"harrison_kohler,michael_dreeben","robert_revell","","1992-06-18","https://www.oyez.org/cases/1991/91-372"
1991,"90-1918","505 U.S. 71","Kraft General Foods, Inc. v. Iowa Department of Revenue & Finance","1992-04-22","",true,"jerome_libin","kent_jones,marcia_mason","","1992-06-18","https://www.oyez.org/cases/1991/90-1918"
1991,"90-1676","505 U.S. 88","Gade v. National Solid Wastes Management Association","1992-03-23","",true,"john_simon","donald_bliss,william_kelley","","1992-06-18","https://www.oyez.org/cases/1991/90-1676"
1991,"91-538","505 U.S. 123","Forsyth County v. Nationalist Movement","1992-03-31","",true,"robert_stubbs","richard_barrett","","1992-06-19","https://www.oyez.org/cases/1991/91-538"
1991,"91-543","505 U.S. 144","New York v. United States","1992-03-30","",true,"peter_schiff","lawrence_wallace,william_collins","","1992-06-19","https://www.oyez.org/cases/1991/91-543"
1991,"91-119","505 U.S. 214","Wisconsin Department of Revenue v. William Wrigley, Jr., Company","1992-01-22","",true,"thomas_creeron","barrett_prettyman","","1992-06-19","https://www.oyez.org/cases/1991/91-119"
1991,"91-594","505 U.S. 247","American National Red Cross v. S.G.","1992-03-03","",true,"roy_englert","gilbert_upton","ronald_mann","1992-06-19","https://www.oyez.org/cases/1991/91-594"
1991,"91-542","505 U.S. 277","Wright v. West","1992-03-24","",true,"donald_curry,maureen_mahoney","steven_goldblatt","","1992-06-19","https://www.oyez.org/cases/1991/91-542"
1991,"91-872","505 U.S. 317","United States v. Salerno","1992-04-20","",true,"james_feldman","michael_tigar","","1992-06-19","https://www.oyez.org/cases/1991/91-872"
1991,"91-6382","505 U.S. 333","Sawyer v. Whitley","1992-02-25","",true,"neal_walker","dorothy_pendergast,paul_larkin","","1992-06-22","https://www.oyez.org/cases/1991/91-6382"
1991,"90-7675","505 U.S. 377","R.A.V. v. City of St. Paul","1991-12-04","",true,"edward_cleary","tom_foley","","1992-06-22","https://www.oyez.org/cases/1991/90-7675"
1991,"90-8370","505 U.S. 437","Medina v. California","1992-02-25","",true,"michael_pescetta","holly_wilkens","","1992-06-22","https://www.oyez.org/cases/1991/90-8370"
1991,"91-17","505 U.S. 469","Estate of Cowart v. Nicklos Drilling Company","1992-03-25","",true,"lloyd_frischhertz","lee_lewis,michael_dreeben","","1992-06-22","https://www.oyez.org/cases/1991/91-17"
1991,"90-1038","505 U.S. 504","Cipollone v. Liggett Group, Inc.","1991-10-08","1992-01-13",true,"laurence_tribe,marc_edell","bartow_farr","","1992-06-24","https://www.oyez.org/cases/1991/90-1038"
1991,"91-810","505 U.S. 557","City of Burlington v. Dague","1992-04-21","",true,"michael_clapp,richard_seamon","barry_goldstein","","1992-06-24","https://www.oyez.org/cases/1991/91-810"
1991,"90-1014","505 U.S. 577","Lee v. Weisman","1991-11-06","",true,"charles_cooper,kenneth_starr","sandra_blanding","","1992-06-24","https://www.oyez.org/cases/1991/90-1014"
1991,"90-857","505 U.S. 647","Doggett v. United States","1991-10-09","1992-02-24",true,"william_sheppard","robert_mueller,william_bryson","","1992-06-24","https://www.oyez.org/cases/1991/90-857"
1991,"91-155","505 U.S. 672","International Society for Krishna Consciousness, Inc. v. Lee","1992-03-25","",true,"barry_fisher","arthur_berg","","1992-06-26","https://www.oyez.org/cases/1991/91-155"
1991,"90-1205","505 U.S. 717","United States v. Fordice","1991-11-13","",true,"alvin_chambliss","william_goodman","kenneth_starr","1992-06-26","https://www.oyez.org/cases/1991/90-1205"
1991,"91-971","505 U.S. 763","Two Pesos, Inc. v. Taco Cabana, Inc.","1992-04-21","",true,"kimball_corson","richard_taranto","","1992-06-26","https://www.oyez.org/cases/1991/91-971"
1991,"91-1502","505 U.S. 788","Franklin v. Massachusetts","1992-04-21","",true,"john_roberts","dwight_golann","","1992-06-26","https://www.oyez.org/cases/1991/91-1502"
1991,"91-339","505 U.S. 830","Lee v. International Society for Krishna Consciousness, Inc.","1992-03-25","",true,"arthur_berg","barry_fisher","","1992-06-26","https://www.oyez.org/cases/1991/91-339"
1991,"91-744","505 U.S. 833","Planned Parenthood of Southeastern Pennsylvania v. Casey","1992-04-22","",true,"kathryn_kolbert","ernest_preate","kenneth_starr","1992-06-29","https://www.oyez.org/cases/1991/91-744"
1991,"91-453","505 U.S. 1003","Lucas v. South Carolina Coast Council","1992-03-02","",true,"camden_lewis","c_harness","","1992-06-29","https://www.oyez.org/cases/1991/91-453"
1991,"91-7390","505 U.S. 1079","Espinosa v. Florida","","",false,"","","","1992-06-29","https://www.oyez.org/cases/1991/91-7390"
1991,"90-985","506 U.S. 263","Bray v. Alexandria Women's Health Clinic","1991-10-16","1992-10-06",true,"jay_sekulow,john_roberts","deborah_ellis,john_schafer","","1993-01-13","https://www.oyez.org/cases/1991/90-985"
1992,"92-5584","506 U.S. 1","Martin v. District of Columbia Court of Appeals","","",false,"","","","1992-11-02","https://www.oyez.org/cases/1992/92-5584"
1992,"91-687","506 U.S. 5","Montana v. Imlay","1992-10-07","",true,"marc_racicot","billy_miller","","1992-11-03","https://www.oyez.org/cases/1992/91-687"
1992,"91-946","506 U.S. 9","Church of Scientology of California v. United States","1992-10-06","",true,"eric_lieberman","lawrence_wallace","","1992-11-16","https://www.oyez.org/cases/1992/91-946"
1992,"91-6646","506 U.S. 19","Hadley v. United States","1992-11-04","",true,"john_trebon","william_bryson","","1992-11-16","https://www.oyez.org/cases/1992/91-6646"
1992,"91-719","506 U.S. 20","Parke v. Raley","1992-10-05","",true,"ian_sonego,john_manning","gregory_clare","","1992-12-01","https://www.oyez.org/cases/1992/91-719"
1992,"91-7094","506 U.S. 40","Richmond v. Lewis","1992-10-13","",true,"timothy_ford","paul_mcmurdie","","1992-12-01","https://www.oyez.org/cases/1992/91-7094"
1992,"91-6516","506 U.S. 56","Soldal v. Cook County","1992-10-05","",true,"john_stainthorp","kenneth_gillis","","1992-12-08","https://www.oyez.org/cases/1992/91-6516"
1992,"91-1158","506 U.S. 73","Mississippi v. Louisiana","1992-11-09","",true,"james_mccartney","gary_keyser","","1992-12-14","https://www.oyez.org/cases/1992/91-1158"
1992,"91-767","506 U.S. 80","Republic Nat'l Bank of Miami v. United States","1992-10-05","",true,"stanley_beiley","robert_long","","1992-12-14","https://www.oyez.org/cases/1992/91-767"
1992,"91-990","506 U.S. 103","Farrar v. Hobby","1992-10-07","",true,"gerald_birnberg","finis_cowan","","1992-12-14","https://www.oyez.org/cases/1992/91-990"
1992,"91-1326","506 U.S. 125","District of Columbia v. Greater Washington Bd. of Trade","1992-11-03","",true,"donna_murasky","lawrence_postol","","1992-12-14","https://www.oyez.org/cases/1992/91-1326"
1992,"91-1010","506 U.S. 139","Puerto Rico Aqueduct and Sewer Authority v. Metcalf & Eddy, Inc.","1992-11-09","",true,"richard_taranto","peter_sipkins","","1993-01-12","https://www.oyez.org/cases/1992/91-1010"
1992,"91-871","506 U.S. 153","Bath Iron Works Corp. v. Director, Office of Workers' Compensation Programs","1992-11-04","",true,"kevin_gillis","christopher_wright,ronald_lupton","","1993-01-12","https://www.oyez.org/cases/1992/91-871"
1992,"91-998","506 U.S. 168","Commissioner of Internal Revenue v. Soliman","1992-10-05","",true,"kent_jones","david_sokolow","","1993-01-12","https://www.oyez.org/cases/1992/91-998"
1992,"91-1188","506 U.S. 194","Rowland v. California Men's Colony, Unit II Men's Advisory Council","1992-10-06","",true,"james_ching","charles_weisselberg","","1993-01-12","https://www.oyez.org/cases/1992/91-1188"
1992,"91-740","506 U.S. 224","Nixon v. United States","1992-10-14","",true,"david_stewart","kenneth_starr","","1993-01-13","https://www.oyez.org/cases/1992/91-740"
1992,"91-6194","506 U.S. 255","Crosby v. United States","1992-11-09","",true,"mark_nyvold","richard_seamon","","1993-01-13","https://www.oyez.org/cases/1992/91-6194"
1992,"92-5579","506 U.S. 357","Dobbs v. Zant","","",false,"","","","1993-01-19","https://www.oyez.org/cases/1992/92-5579"
1992,"91-1393","506 U.S. 364","Lockhart v. Fretwell","1992-11-03","",true,"amy_wax,general_bryant,winston_bryant","ricky_medlock","","1993-01-25","https://www.oyez.org/cases/1992/91-1393"
1992,"91-7328","506 U.S. 390","Herrera v. Collins","1992-10-07","",true,"talbot_dalemberte","margaret_griffey,paul_larkin","","1993-01-25","https://www.oyez.org/cases/1992/91-7328"
1992,"91-10","506 U.S. 447","Spectrum Sports, Inc. v. McQuillan","1992-11-10","",true,"james_vail,robert_long","jeffrey_shohet","","1993-01-25","https://www.oyez.org/cases/1992/91-10"
1992,"91-7580","506 U.S. 461","Graham v. Collins","1992-10-14","",true,"michael_tigar","charles_palmer","","1993-01-25","https://www.oyez.org/cases/1992/91-7580"
1992,"91-7804","506 U.S. 523","Bufferd v. Commissioner of Internal Revenue","1992-11-30","",true,"stuart_filler","kent_jones","","1993-01-25","https://www.oyez.org/cases/1992/91-7804"
1992,"91-6824","506 U.S. 534","Zafiro v. United States","1992-11-02","",true,"kenneth_cunniff","john_manning","","1993-01-25","https://www.oyez.org/cases/1992/91-6824"
1992,"91-1421","506 U.S. 546","United States v. Hill","1992-11-02","",true,"kent_jones","richard_robinson","","1993-01-25","https://www.oyez.org/cases/1992/91-1421"
1992,"92-609","507 U.S. 1","United States v. Nachtigal","","",false,"","","","1993-02-22","https://www.oyez.org/cases/1992/92-609"
1992,"9 Orig.","507 U.S. 7","United States v. Louisiana (Alabama and Missippi Boundary Case)","","",false,"","","","1993-02-22","https://www.oyez.org/cases/1992/9-orig"
1992,"91-1420","507 U.S. 25","Growe v. Emison","1992-11-02","",true,"john_tunheim,kenneth_starr","bruce_willis","","1993-02-23","https://www.oyez.org/cases/1992/91-1420"
1992,"91-7873","507 U.S. 43","Fex v. Michigan","1992-12-08","",true,"john_payne","jerrold_schrotenboer,richard_seamon","","1993-02-23","https://www.oyez.org/cases/1992/91-7873"
1992,"91-321","507 U.S. 60","Itel Containers International Corporation v. Huddleston","1992-10-14","",true,"philip_collier","charles_burson,edwin_kneedler","","1993-02-23","https://www.oyez.org/cases/1992/91-321"
1992,"91-1300","507 U.S. 87","United States v. Dunnigan","1992-12-02","",true,"paul_larkin","brent_beveridge","","1993-02-23","https://www.oyez.org/cases/1992/91-1300"
1992,"91-5397","507 U.S. 99","Negonsott v. Samuels","1993-01-11","",true,"pamela_thompson","robert_stephan,william_kelley","","1993-02-24","https://www.oyez.org/cases/1992/91-5397"
1992,"91-781","507 U.S. 111","United States v. Parcel of Rumson, N. J., Land","1992-10-13","",true,"amy_wax","james_plaisted","","1993-02-24","https://www.oyez.org/cases/1992/91-781"
1992,"91-1618","507 U.S. 146","Voinovich v. Quilter","1992-12-08","",true,"thomas_hungar,victor_goodman","armistead_gilliam","","1993-02-24","https://www.oyez.org/cases/1992/91-1618"
1992,"91-1657","507 U.S. 163","Leatherman v. Tarrant County Narcotics Intelligence and Coordination Unit","1993-01-12","",true,"richard_gladden","brett_ringle","","1993-03-03","https://www.oyez.org/cases/1992/91-1657"
1992,"91-886","507 U.S. 170","Reves v. Ernst & Young","1992-10-13","",true,"gary_elden,michael_dreeben","kathryn_oberly","","1993-03-03","https://www.oyez.org/cases/1992/91-886"
1992,"91-1538","507 U.S. 197","Smith v. United States","1992-12-07","",true,"david_bederman","christopher_wright","","1993-03-08","https://www.oyez.org/cases/1992/91-1538"
1992,"91-261","507 U.S. 218","Building and Construction Trades Council of Metropolitan District v. Associated Builders and Contractors of Massachusetts/Rhode Island, Inc.","1992-12-09","",true,"charles_fried,maureen_mahoney","maurice_baskin","","1993-03-08","https://www.oyez.org/cases/1992/91-261"
1992,"91-7749","507 U.S. 234","Ortega-Rodriguez v. United States","1992-12-07","",true,"james_gailey","amy_wax","","1993-03-08","https://www.oyez.org/cases/1992/91-7749"
1992,"91-1496","507 U.S. 258","Reiter v. Cooper","1992-12-01","",true,"carter_phillips,michael_dreeben","joseph_steinfeld","","1993-03-08","https://www.oyez.org/cases/1992/91-1496"
1992,"92-409","507 U.S. 272","Delo v. Lashley","","",false,"","","","1993-03-08","https://www.oyez.org/cases/1992/92-409"
1992,"92-6846","507 U.S. 290","Demos v. Storrie","","",false,"","","","1993-03-08","https://www.oyez.org/cases/1992/92-6846"
1992,"91-905","507 U.S. 292","Reno v. Flores","1992-10-13","",true,"maureen_mahoney","carlos_holguin","","1993-03-23","https://www.oyez.org/cases/1992/91-905"
1992,"91-522","507 U.S. 349","Saudi Arabia v. Nelson","1992-11-30","",true,"everett_johnson,jeffrey_minear","paul_stevens","","1993-03-23","https://www.oyez.org/cases/1992/91-522"
1992,"91-1695","507 U.S. 380","Pioneer Investment Services Company v. Brunswick Associates Limited Partnership","1992-11-30","",true,"craig_donaldson","john_lucas","","1993-03-24","https://www.oyez.org/cases/1992/91-1695"
1992,"91-1200","507 U.S. 410","City of Cincinnati v. Discovery Network, Inc.","1992-11-09","",true,"mark_yurick","marc_mezibov","","1993-03-24","https://www.oyez.org/cases/1992/91-1200"
1992,"91-1229","507 U.S. 448","United States By and Through Internal Revenue Service v. McDermott","1992-12-07","",true,"james_feldman","richard_davis","","1993-03-24","https://www.oyez.org/cases/1992/91-1229"
1992,"91-1160","507 U.S. 463","Arave v. Creech","1992-11-10","",true,"lynn_thomas","clifford_gardner","","1993-03-30","https://www.oyez.org/cases/1992/91-1160"
1992,"111 Orig.","507 U.S. 490","Delaware v. New York","1992-12-09","",true,"","","bernard_nash,dennis_lyons,jerry_boone","1993-03-30","https://www.oyez.org/cases/1992/111_orig"
1992,"91-1353","507 U.S. 511","Conroy v. Aniskoff","1993-01-11","",true,"john_manning,robert_klonoff","kevin_cuddy","","1993-03-31","https://www.oyez.org/cases/1992/91-1353"
1992,"91-1729","507 U.S. 529","United States v. Texas","1993-03-01","",true,"thomas_hungar","james_todd","","1993-04-05","https://www.oyez.org/cases/1992/91-1729"
1992,"91-1521","507 U.S. 545","United States v. Green","1992-11-30","",true,"","joseph_conte","","1993-04-05","https://www.oyez.org/cases/1992/91-1521"
1992,"91-1135","507 U.S. 546","Newark Morning Ledger Company v. United States","1992-11-10","",true,"robert_bork","lawrence_wallace","unknown_advocate","1993-04-20","https://www.oyez.org/cases/1992/91-1135"
1992,"108 Orig.","507 U.S. 584","Nebraska v. Wyoming","1993-01-13","",true,"","","dennis_cook,gale_norton,jeffrey_minear,richard_simms","1993-04-20","https://www.oyez.org/cases/1992/108_orig"
1992,"91-1600","507 U.S. 604","Hazen Paper Company v. Biggins","1993-01-13","",true,"robert_gordon","john_dunne,maurice_cahillane","","1993-04-20","https://www.oyez.org/cases/1992/91-1600"
1992,"91-7358","507 U.S. 619","Brecht v. Abrahamson","1992-12-01","",true,"allen_shoenberger","sally_wellman,william_barr","","1993-04-21","https://www.oyez.org/cases/1992/91-7358"
1992,"91-790","507 U.S. 658","CSX Transportation, Inc. v. Easterwood","1993-01-12","",true,"howard_trienens,tambra_colston","","maureen_mahoney","1993-04-21","https://www.oyez.org/cases/1992/91-790"
1992,"91-1030","507 U.S. 680","Withrow v. Williams","1992-11-03","",true,"jeffrey_caminsky,john_roberts","seth_waxman","","1993-04-21","https://www.oyez.org/cases/1992/91-1030"
1992,"91-1306","507 U.S. 725","United States v. Olano","1992-12-09","",true,"kenneth_starr","carter_phillips","","1993-04-26","https://www.oyez.org/cases/1992/91-1306"
1992,"91-2003","507 U.S. 746","United States v. California","1993-02-23","",true,"kent_jones","robert_milam","","1993-04-26","https://www.oyez.org/cases/1992/91-2003"
1992,"91-1594","507 U.S. 761","Edenfield v. Fane","1992-12-07","",true,"parker_thomson","david_vladeck","","1993-04-26","https://www.oyez.org/cases/1992/91-1594"
1992,"91-2086","507 U.S. 1026","Granite State Insurance Company v. Tandy Corporation","1993-02-23","",true,"ann_webb","lynne_liberato","","1993-04-12","https://www.oyez.org/cases/1992/91-2086"
1992,"92-190","508 U.S. 1","United States v. Idaho ex rel. Director, Idaho Dept. of Water Resources","1993-03-29","",true,"jeffrey_minear","clive_strong","","1993-05-03","https://www.oyez.org/cases/1992/92-190"
1992,"92-551","508 U.S. 10","Cisneros v. Alpine Ridge Group","1993-03-30","",true,"michael_dreeben","warren_daheim","","1993-05-03","https://www.oyez.org/cases/1992/92-551"
1992,"92-1","508 U.S. 22","Moreau v. Klevenhagen","1993-03-01","",true,"michael_leibig","harold_streicher","","1993-05-03","https://www.oyez.org/cases/1992/92-1"
1992,"91-8685","508 U.S. 36","Stinson v. United States","1993-03-24","",true,"william_kent","paul_larkin","","1993-05-03","https://www.oyez.org/cases/1992/91-8685"
1992,"91-1043","508 U.S. 49","Professional Real Estate Investors, Inc. v. Columbia Pictures Industries, Inc.","1992-11-02","",true,"patrick_coyne","andrew_pincus","","1993-05-03","https://www.oyez.org/cases/1992/91-1043"
1992,"92-207","508 U.S. 77","United States v. Padilla","1993-03-24","",true,"william_bryson","walter_nash","","1993-05-03","https://www.oyez.org/cases/1992/92-207"
1992,"92-114","508 U.S. 83","Cardinal Chemical Company v. Morton International, Inc.","1993-03-03","",true,"charles_schill","gordon_coons","","1993-05-17","https://www.oyez.org/cases/1992/92-114"
1992,"92-6033","508 U.S. 106","McNeil v. United States","1993-04-19","",true,"allen_shoenberger","william_kelley","","1993-05-17","https://www.oyez.org/cases/1992/92-6033"
1992,"92-259","508 U.S. 114","Oklahoma Tax Commission v. Sac and Fox Nation","1993-03-23","",true,"david_miley","william_rice","edwin_kneedler","1993-05-17","https://www.oyez.org/cases/1992/92-259"
1992,"91-8199","508 U.S. 129","Deal v. United States","1993-03-01","",true,"dola_young","","miguel_estrada","1993-05-17","https://www.oyez.org/cases/1992/91-8199"
1992,"92-949","508 U.S. 147","El Vocero de Puerto Rico v. Puerto Rico","","",false,"","","","1993-05-17","https://www.oyez.org/cases/1992/92-949"
